Date,Clanmate,ChestName,ChestLevel,ChestType,ChestPoints
2025-09-10,Momath,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Momath,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Momath,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Momath,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Momath,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Momath,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Momath,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Momath,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Momath,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Momath,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Momath,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Momath,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Momath,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Momath,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Momath,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Momath,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Momath,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Momath,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Momath,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Momath,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Momath,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Momath,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Miss Marple,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Miss Marple,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Miss Marple,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Miss Marple,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Miss Marple,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Miss Marple,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Miss Marple,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Miss Marple,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Kantrius,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Kantrius,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Kantrius,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Kantrius,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Kantrius,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Kantrius,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Kantrius,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Kantrius,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Elgi,Quick March Chest,0,Rise of the Ancients event,0
2025-09-10,Serdriel,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Serdriel,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Serdriel,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Serdriel,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Serdriel,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Serdriel,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Serdriel,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Serdriel,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Lanmoin der 3te,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Lanmoin der 3te,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Lanmoin der 3te,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Lanmoin der 3te,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Lanmoin der 3te,Quick March Chest,0,Rise of the Ancients event,0
2025-09-10,Lanmoin der 3te,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Lanmoin der 3te,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Lanmoin der 3te,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Lanmoin der 3te,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Lanmoin der 3te,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Lanmoin der 3te,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Lanmoin der 3te,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Lanmoin der 3te,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Nightfang,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Nightfang,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Nightfang,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Nightfang,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Germano1,Fire Chest,15,Common Crypt,0
2025-09-10,Jackal,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Jackal,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Jackal,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Jackal,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Angelina 2,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Angelina 2,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Angelina 2,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Angelina 2,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Angelina 2,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Angelina 2,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Angelina 2,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Angelina 2,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,CordantriuS,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,CordantriuS,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,CordantriuS,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,CordantriuS,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,CordantriuS,Quick March Chest,0,Rise of the Ancients event,0
2025-09-10,CordantriuS,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,CordantriuS,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,CordantriuS,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,CordantriuS,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,CordantriuS,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,CordantriuS,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,CordantriuS,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,CordantriuS,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Fendis,Elven Citadel Chest,15,Citadel,0
2025-09-10,Lord Rahl,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Lord Rahl,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Lord Rahl,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Lord Rahl,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Fendis,Elven Citadel Chest,15,Citadel,0
2025-09-10,SBzBy II,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,SBzBy II,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,SBzBy II,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,SBzBy II,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,SBzBy II,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,SBzBy II,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,SBzBy II,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,SBzBy II,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,PizzaOnkel,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,PizzaOnkel,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,PizzaOnkel,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,PizzaOnkel,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,PizzaOnkel,Quick March Chest,0,Rise of the Ancients event,0
2025-09-10,PizzaOnkel,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,PizzaOnkel,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,PizzaOnkel,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,PizzaOnkel,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,PizzaOnkel,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,PizzaOnkel,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,PizzaOnkel,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,PizzaOnkel,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Germano1,Elegant Chest,15,Common Crypt,0
2025-09-10,YurasiK,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,YurasiK,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,YurasiK,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,YurasiK,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,REY THOR,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,REY THOR,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,REY THOR,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,REY THOR,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,REY THOR,Quick March Chest,0,Rise of the Ancients event,0
2025-09-10,REY THOR,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,REY THOR,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,REY THOR,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,REY THOR,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,REY THOR,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,REY THOR,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,REY THOR,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,REY THOR,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Moginn,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Moginn,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Moginn,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Moginn,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Akinobar,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Akinobar,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Akinobar,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Akinobar,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Moginn,Quick March Chest,0,Rise of the Ancients event,0
2025-09-10,MIkl,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,MIkl,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,MIkl,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,MIkl,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Akinobar,Quick March Chest,0,Rise of the Ancients event,0
2025-09-10,Romazan,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Romazan,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Romazan,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Romazan,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Romazan,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Romazan,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Romazan,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Romazan,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Friedoline,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Friedoline,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Friedoline,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Friedoline,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Akinobar,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Akinobar,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Akinobar,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Akinobar,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Akinobar,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Akinobar,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Akinobar,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Akinobar,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Frostterror,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Frostterror,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Frostterror,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Frostterror,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Kobani,Quick March Chest,0,Rise of the Ancients event,0
2025-09-10,Mikoikt,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Mikoikt,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Mikoikt,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Mikoikt,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Mikoikt,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Mikoikt,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Mikoikt,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Mikoikt,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Gocha,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Gocha,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Gocha,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Gocha,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Frostterror,Quick March Chest,0,Rise of the Ancients event,0
2025-09-10,MELISA,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,MELISA,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,MELISA,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,MELISA,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Ya kut,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Ya kut,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Ya kut,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Ya kut,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,YurasiK,Quick March Chest,0,Rise of the Ancients event,0
2025-09-10,Finda,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Finda,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Finda,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Finda,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,T-3434,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,T-34,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,T-3434,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,T-3434,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,MELISA,Quick March Chest,0,Rise of the Ancients event,0
2025-09-10,Elgi,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Elgi,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Elgi,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Elgi,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Elgi,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Elgi,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Elgi,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Elgi,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Frostterror,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Frostterror,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Frostterror,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Frostterror,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Frostterror,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Frostterror,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Frostterror,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Frostterror,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Serdriilas,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Serdriilas,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Serdriilas,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Serdriilas,Ancients' Chest,0,Rise of the Ancients event,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
2025-09-10,Petrov val,Golden Guardian Epic Chest,0,Epic Ancient squad,0
